time,msd,loopsize,loopsize_smoothed
15.0,0.06973181818181819,15.946569182669975,12.366175558355897
15.200000000000001,0.07273750000000001,15.680675488597219,12.62596760200782
15.4,0.07514204545454546,10.195517269782323,12.68123182974547
15.600000000000001,0.07694545454545455,14.446700042340565,12.979653988548257
15.8,0.07754659090909091,12.438081501946241,13.090097081022567
16.0,0.08235568181818183,15.583698423559976,13.276513950692454
16.2,0.08235568181818183,11.994496496084594,13.410314857552747
16.400000000000002,0.0877659090909091,14.168796917759927,13.472983001057715
16.6,0.0877659090909091,15.306364945459658,13.356899196391032
16.8,0.08295681818181819,12.349175297719928,13.454002111823463
17.0,0.08476022727272728,11.7966401268127,13.235002924963919
17.2,0.08476022727272728,11.522285258442793,13.160441251348837
17.400000000000002,0.08476022727272728,13.713540122284735,13.11678546177812
17.6,0.08476022727272728,11.55536289861764,13.398174996998065
17.8,0.0841590909090909,16.171440330883176,13.31712261958235
18.0,0.07874886363636363,12.14685402478022,13.535354863032893
18.2,0.07393977272727273,15.1448493463278,13.575359194966897
18.400000000000002,0.0595125,13.902681412986333,13.641038359923613
18.6,0.0547034090909091,13.802159091378757,13.596966648859329
18.8,0.04748977272727273,11.38812568168055,13.54903647366279
19.0,0.04268068181818182,12.13311488825123,13.875987845093258
19.200000000000003,0.03787159090909091,9.782935600839942,13.88234730456605
19.400000000000002,0.038472727272727276,14.306212363138181,13.845101391772083
19.6,0.03366363636363637,14.720248118041447,13.884738523568792
19.8,0.031860227272727276,16.38608704462111,14.01034136289185
20.0,0.02945568181818182,12.663547739194822,13.947124415905144
20.200000000000003,0.028854545454545452,17.239190857858194,13.987499847332279
20.400000000000002,0.023444318181818184,16.463793726108065,13.905959449762895
20.6,0.021640909090909093,13.439438125132348,13.909693720033967
20.8,0.016831818181818184,13.199219274345666,13.88242173566471
21.0,0.016831818181818184,14.251901091135787,13.916694128024023
21.200000000000003,0.016831818181818184,19.54210546919021,14.041961422600194
21.400000000000002,0.015028409090909092,11.936548235214143,14.246049931218526
21.6,0.012623863636363638,10.702875176975507,14.234139240621738
21.8,0.010219318181818182,14.585557021812349,14.219853625389545
22.0,0.010219318181818182,14.318625363724912,14.18332336871103
22.200000000000003,0.010820454545454546,14.780667497175646,14.125665002941108
