time,msd,loopsize,loopsize_smoothed
29.0,0.08341923076923077,12.514211951305859,12.334683738311341
29.200000000000003,0.08341923076923077,12.099897058290686,12.432409788787195
29.6,0.08977740384615385,13.392691062687106,12.44999344736621
29.8,0.08876009615384615,17.359089872354158,12.489891034062973
30.0,0.09384663461538462,12.80310891616759,12.504635271511297
30.6,0.09588125,9.172166926942465,12.40654119566416
31.0,0.09511826923076924,9.260168010073539,12.538475988174726
31.200000000000003,0.08697980769230769,9.431803029919129,12.591569121933743
31.400000000000002,0.08697980769230769,15.049244205880235,12.544023762984194
31.6,0.10300240384615385,15.601087537169592,12.436809255973646
31.8,0.11444711538461538,10.090899313468231,12.349848934866168
32.0,0.10834326923076923,10.816863331830394,12.396809005326107
32.2,0.11139519230769232,15.046076733354987,12.258505436766391
32.4,0.11342980769230769,13.266891317113556,12.229043926767558
32.6,0.11266682692307695,9.806099451843842,12.260248704876233
33.0,0.11673605769230769,13.71945041264795,12.294935191632955
33.2,0.12690913461538464,10.721903186444187,12.309098924005072
33.4,0.12589182692307693,11.460076758992775,12.300777654870258
33.800000000000004,0.12614615384615385,9.026117411993114,12.108467693478662
34.0,0.13148701923076922,10.838478672904051,12.149753579853561
34.6,0.13326730769230768,17.945805925241906,12.120796850771685
35.0,0.1342846153846154,6.94964362293179,12.08599295603854
35.2,0.13631923076923078,6.474289552677854,12.06391529740052
35.4,0.14852692307692308,11.796449232136283,11.947524072798718
35.6,0.1464923076923077,15.74448123603509,11.900882062752823
36.4,0.14115144230769233,15.901676013533658,11.730310687026089
36.6,0.14013413461538463,17.0736724185236,11.70070111691263
36.800000000000004,0.13708221153846153,9.883388937028322,11.776453107231301
37.0,0.13708221153846153,11.914589331716513,11.769407280432523
37.2,0.13708221153846153,19.24350373450163,11.861818843323704
37.6,0.14089711538461538,9.696988207933204,11.746916179462826
37.800000000000004,0.14013413461538463,7.892341452974912,11.718107422083358
38.0,0.1429317307692308,12.304470497106127,11.732880437961386
38.2,0.14369471153846153,12.61453369088266,11.722637355277465
38.400000000000006,0.1429317307692308,12.430343677397936,11.608260700836913
38.6,0.1429317307692308,13.009396695799351,11.538937151064802
38.800000000000004,0.1429317307692308,13.233103705083803,11.561275896962933
39.0,0.1442033653846154,6.640311003979832,11.317691848284152
39.2,0.1442033653846154,11.837010093330365,11.344062705125785
39.400000000000006,0.1442033653846154,10.307321348053016,11.38475279425685
39.6,0.14496634615384615,12.143597900551272,11.365562686926038
39.800000000000004,0.14598365384615386,10.74783005865622,11.301177355038394
40.0,0.14394903846153848,11.621973829295042,11.319539853726745
40.400000000000006,0.1429317307692308,10.289118042566988,11.43239248074252
40.800000000000004,0.14216875,9.379436916750862,11.344598798153237
41.0,0.14089711538461538,9.6657623037207,11.508681110099554
41.2,0.14064278846153846,6.461868272012197,11.502520999728441
41.400000000000006,0.1429317307692308,9.674512535904224,11.594772974656335
41.800000000000004,0.14369471153846153,10.405995242732876,11.400782273270176
42.0,0.13759086538461537,11.26341127026773,11.268266426551312
42.2,0.13759086538461537,11.262557830609653,11.336353817773773
42.400000000000006,0.13631923076923078,8.80578393340606,11.30357698273944
42.800000000000004,0.13631923076923078,12.622179784428463,11.102176861200581
43.0,0.13631923076923078,5.883928930605317,11.018679721119181
43.2,0.13021538461538462,14.103032153437326,11.100962645140802
43.400000000000006,0.13123269230769233,10.859096139125622,11.13400632085727
43.6,0.12233125,10.284223032266512,11.21231172657127
44.0,0.12411153846153847,9.662066728963643,11.20646010379636
44.400000000000006,0.12385721153846153,10.967714238546675,11.141914524706296
44.6,0.12512884615384617,6.660621328497756,11.171160814121647
45.2,0.12741778846153848,15.090734968412756,11.183578282962175
45.400000000000006,0.12029663461538463,12.837787821259626,11.211869911066815
45.6,0.10885192307692307,10.462191177790585,11.132090310365362
45.800000000000004,0.10859759615384616,9.174753902028161,11.08789798245884
46.0,0.10554567307692309,9.980967343787364,11.062414531017385
46.2,0.10732596153846154,16.706815277724363,11.009693689949435
46.400000000000006,0.10936057692307694,12.70944420147883,10.999507075010369
46.6,0.10554567307692309,7.620733852052185,11.07906825614477
46.800000000000004,0.09410096153846154,15.006569773886179,11.144182578534226
